ts_utc,notional_src,provider,landed_dst,cost_bps,rank,source_ok,error
2026-08-19T15:47:37.734395+00:00,200,Wells Fargo,3287.27,365.93,3,True,
2026-08-19T15:47:37.734395+00:00,200,WorldRemit,3280.68,385.24,4,True,
2026-08-19T15:47:37.734395+00:00,200,Wise,3254.95,460.65,5,True,
2026-08-19T15:47:37.734395+00:00,200,OFX,3236.53,514.63,6,True,
2026-08-19T15:47:37.734395+00:00,200,Chase (US),3209.07,595.11,7,True,
2026-08-19T15:47:37.734395+00:00,200,PayPal,3187.5,658.32,8,True,
2026-08-19T15:47:37.734395+00:00,1000,Xoom,17165.6,-61.52,1,True,
2026-08-19T15:47:37.734395+00:00,1000,Instarem,16854.11,121.06,2,True,
2026-08-19T15:47:37.734395+00:00,1000,Wise,16756.08,178.52,3,True,
2026-08-19T15:47:37.734395+00:00,1000,WorldRemit,16535.26,307.95,4,True,
2026-08-19T15:47:37.734395+00:00,1000,OFX,16514.62,320.05,5,True,
2026-08-19T15:47:37.734395+00:00,1000,Wells Fargo,16436.33,365.94,6,True,
2026-08-19T15:47:37.734395+00:00,1000,Chase (US),16374.49,402.19,7,True,
2026-08-19T15:47:37.734395+00:00,1000,PayPal,16263.74,467.1,8,True,
2026-08-19T15:47:37.734395+00:00,5000,Xoom,84447.02,100.37,1,True,
2026-08-19T15:47:37.734395+00:00,5000,Instarem,84321.59,115.08,2,True,
2026-08-19T15:47:37.734395+00:00,5000,Wise,84261.76,122.09,3,True,
2026-08-19T15:47:37.734395+00:00,5000,OFX,83795.18,176.79,4,True,
2026-08-19T15:47:37.734395+00:00,5000,WorldRemit,82808.21,292.49,5,True,
2026-08-19T15:47:37.734395+00:00,5000,Chase (US),82709.33,304.08,6,True,
2026-08-19T15:47:37.734395+00:00,5000,Wells Fargo,82181.66,365.94,7,True,
2026-08-19T15:47:37.734395+00:00,5000,PayPal,81644.94,428.86,8,True,
2026-08-19T15:47:37.734395+00:00,25000,Wise,421790.16,110.8,1,True,
2026-08-19T15:47:37.734395+00:00,25000,Instarem,421693.01,113.08,2,True,
2026-08-19T15:47:37.734395+00:00,25000,OFX,418975.88,176.79,3,True,
2026-08-19T15:47:37.734395+00:00,25000,Chase (US),413546.65,304.08,4,True,
2026-08-19T15:47:37.734395+00:00,25000,Wells Fargo,410908.31,365.94,5,True,
2026-08-19T15:47:37.734395+00:00,50000,Wise,844118.49,104.49,1,True,
